epoch,accuracy,loss,lr,val_accuracy,val_loss
39,0.9905445575714111,0.030385473743081093,0.000100000005,0.9895750880241394,0.04728974029421806
40,0.9906200766563416,0.028459737077355385,0.000100000005,0.9903682470321655,0.04426388815045357
41,0.9914007186889648,0.027318885549902916,0.000100000005,0.9898017048835754,0.048083074390888214
42,0.9910355806350708,0.028901541605591774,0.000100000005,0.9894617795944214,0.047205667942762375
43,0.9906704425811768,0.029006220400333405,0.000100000005,0.9896883964538574,0.04610882326960564
44,0.9910985231399536,0.028029803186655045,0.000100000005,0.9899150133132935,0.04662281647324562
45,0.991060733795166,0.027182016521692276,0.000100000005,0.9898017048835754,0.044803686439991
46,0.9915140271186829,0.026411518454551697,1.0000001e-05,0.9899150133132935,0.04524940997362137
47,0.9912244081497192,0.027761919423937798,1.0000001e-05,0.9895750880241394,0.04556576907634735
0,0.7129493355751038,0.9912747740745544,0.001,0.8788668513298035,0.371313214302063
1,0.8908656239509583,0.34462282061576843,0.001,0.9413031339645386,0.18989813327789307
2,0.9192193746566772,0.2540724575519562,0.001,0.9596600532531738,0.12483765184879303
3,0.9327415823936462,0.21289414167404175,0.001,0.9723512530326843,0.09513923525810242
4,0.9417815804481506,0.1841808408498764,0.001,0.9678186774253845,0.10306498408317566
5,0.948567807674408,0.16144530475139618,0.001,0.9615864157676697,0.13499420881271362
6,0.9536795616149902,0.14636404812335968,0.001,0.9682719707489014,0.10637623816728592
7,0.9559836387634277,0.13641491532325745,0.001,0.9750708341598511,0.08550148457288742
8,0.9599118828773499,0.1257709562778473,0.001,0.976090669631958,0.07955841720104218
9,0.9628832340240479,0.11766544729471207,0.001,0.9809631705284119,0.07102987915277481
10,0.9645325541496277,0.11333420872688293,0.001,0.9771105051040649,0.07385312020778656
11,0.9650991559028625,0.10811558365821838,0.001,0.9680453538894653,0.10349628329277039
12,0.9668618440628052,0.10068365186452866,0.001,0.9827762246131897,0.060843829065561295
13,0.9686118960380554,0.09762898832559586,0.001,0.9837960600852966,0.05564699321985245
14,0.9706263542175293,0.09510154277086258,0.001,0.9825495481491089,0.06991264969110489
15,0.9718854427337646,0.08943558484315872,0.001,0.976317286491394,0.09038392454385757
16,0.9716965556144714,0.08754079788923264,0.001,0.9605665802955627,0.12921254336833954
17,0.9734340310096741,0.08310399204492569,0.001,0.9715580940246582,0.10902976244688034
18,0.9734718203544617,0.08278524875640869,0.001,0.9799433350563049,0.06960926949977875
19,0.9753856062889099,0.0776699110865593,0.001,0.9831161499023438,0.06050243228673935
20,0.9758136868476868,0.07577987760305405,0.001,0.980283260345459,0.07101999968290329
21,0.982008159160614,0.05745941773056984,0.000100000005,0.9865155816078186,0.05148614943027496
22,0.9830909371376038,0.053456876426935196,0.000100000005,0.9840226769447327,0.06013409048318863
23,0.9838337898254395,0.05100565031170845,0.000100000005,0.9864022731781006,0.05066428333520889
24,0.9839345216751099,0.049206484109163284,0.000100000005,0.9852691292762756,0.05430729314684868
25,0.9847655296325684,0.04751700162887573,0.000100000005,0.9878753423690796,0.04893475025892258
26,0.984752893447876,0.04669243097305298,0.000100000005,0.9867421984672546,0.050359707325696945
27,0.9855083227157593,0.04501313716173172,0.000100000005,0.9878753423690796,0.04778920114040375
28,0.9862637519836426,0.043415412306785583,0.000100000005,0.9865155816078186,0.05068708583712578
29,0.9852691292762756,0.04634178802371025,0.000100000005,0.9876487255096436,0.048827145248651505
30,0.9858986735343933,0.04516260698437691,0.000100000005,0.9886685609817505,0.04636818543076515
31,0.986503005027771,0.04268316179513931,0.000100000005,0.9876487255096436,0.05034420266747475
32,0.9860119819641113,0.04450531676411629,0.000100000005,0.9856090545654297,0.05322374403476715
33,0.9859741926193237,0.044437672942876816,0.000100000005,0.9875354170799255,0.04618491604924202
34,0.9863141179084778,0.0428302064538002,0.000100000005,0.9865155816078186,0.051485393196344376
35,0.9864652156829834,0.04243580251932144,0.000100000005,0.9874221086502075,0.047445982694625854
36,0.9866414666175842,0.041362348943948746,0.000100000005,0.9877620339393616,0.049510832875967026
37,0.9871199131011963,0.0410674624145031,0.000100000005,0.9874221086502075,0.049308259040117264
38,0.9873213768005371,0.04000924155116081,0.000100000005,0.9876487255096436,0.04930674657225609
39,0.9868932962417603,0.040771059691905975,0.000100000005,0.9884419441223145,0.045980196446180344
40,0.9864526391029358,0.04099307954311371,0.000100000005,0.9883286356925964,0.046434368938207626
41,0.9873968958854675,0.03875963017344475,0.000100000005,0.9886685609817505,0.047518640756607056
42,0.9868051409721375,0.041082002222537994,0.000100000005,0.9871954917907715,0.05066811293363571
43,0.9875605702400208,0.03943458944559097,0.000100000005,0.9875354170799255,0.049754831939935684
44,0.9870695471763611,0.04022108018398285,0.000100000005,0.9877620339393616,0.04922964796423912
45,0.9879509210586548,0.037404865026474,0.000100000005,0.9875354170799255,0.05096084624528885
46,0.9876235723495483,0.040249619632959366,0.000100000005,0.9888951778411865,0.045192696154117584
47,0.9868807196617126,0.041521232575178146,0.000100000005,0.9885552525520325,0.04701000079512596
48,0.9872710108757019,0.039388637989759445,0.000100000005,0.9882152676582336,0.04636241868138313
49,0.98797607421875,0.03765156865119934,0.000100000005,0.9877620339393616,0.049788735806941986
